locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	accession	operon
SACI_RS02955	trmJ	Saci_0621	Sacid_00607	trmL	496001	496708	-	tRNA (cytidine-2'-O-)-methyltransferase TrmJ	tRNA (cytidine(34)-2'-O)-methyltransferase	Translation, ribosomal structure and biogenesis	A0A0U3GG23	NC_007181.1	Op333
SACI_RS02960	prmC	Saci_0622	Sacid_00608		496683	497285	-	methyltransferase	Release factor glutamine methyltransferase	Translation, ribosomal structure and biogenesis	A0A0U3FF22	NC_007181.1	Op334
SACI_RS02965	rsmA	Saci_0623	Sacid_00609	saci_KgsA/Dim1	497237	497905	-	16S ribosomal RNA methyltransferase A (KgsA/Dim1 archaeal homolog)	Ribosomal RNA small subunit methyltransferase A	Translation, ribosomal structure and biogenesis	A0A0U3GSY3	NC_007181.1	Op334
SACI_RS02970	Saci_0624	Saci_0624	Sacid_00610		497902	498528	-	DUF655 domain-containing protein	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2WSK0	NC_007181.1	Op334
SACI_RS02975	Saci_0625	Saci_0625	Sacid_00611		498566	498910	-	DNA-directed RNA polymerase subunit F	hypothetical protein	Transcription	A0A0U2Y0G8	NC_007181.1	Op334
SACI_RS02980	rpl21e	Saci_0626	Sacid_00612		498931	499242	-	50S ribosomal protein L21e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3H2T8	NC_007181.1	Op334
SACI_RS11550	SACI_RS11550				499472	499701	-	integrase		Function Unknown		NC_007181.1	Op335
SACI_RS11555	SACI_RS11555				499991	500131	+	putative integrase		No arCOG annotation	UPI0011BFB8BC	NC_007181.1	Op336
SACI_RS02995	Saci_0630	Saci_0630	Sacid_00614		500217	501218	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GNC8	NC_007181.1	Op337
SACI_RS03000	Saci_0631	Saci_0631	Sacid_00615		501453	501749	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FQX1	NC_007181.1	Op338
SACI_RS03005	Saci_0632	Saci_0632	Sacid_00616		501780	502556	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2W422	NC_007181.1	Op338
SACI_RS03010	Saci_0633	Saci_0633	Sacid_00617		502540	504141	+	hypothetical protein	hypothetical protein	Replication, recombination and repair	A0A0U3FMQ9	NC_007181.1	Op338
SACI_RS03015	tnpR	Saci_0634	Sacid_00618		504559	505209	+	recombinase family protein	Transposon Tn3 resolvase	Replication, recombination and repair	A0A0U2X034	NC_007181.1	Op339
SACI_RS03020	Saci_0635	Saci_0635	Sacid_00619		505247	505558	-	hypothetical protein	hypothetical protein	Transcription	A0A0U3HE18	NC_007181.1	Op340
SACI_RS03025	Saci_0636	Saci_0636	Sacid_00620		505871	506143	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3HA21	NC_007181.1	Op341
SACI_RS03030	Saci_0637	Saci_0637	Sacid_00621		506140	507417	-	site-specific integrase	hypothetical protein	Replication, recombination and repair	A0A0U3H9Y3	NC_007181.1	Op342
SACI_RS03040	aCPSF1	Saci_0639	Sacid_00623	rnj, Saci-aCPSF1	507676	509571	-	beta-CASP ribonuclease aCPSF1	Ribonuclease J	General Function Prediction Only	A0A0U3GK46	NC_007181.1	Op343
SACI_RS03045	egsA	Saci_0640	Sacid_00624	aroB_2	509652	510707	+	Glycerol-1-phosphate dehydrogenase [NAD(P)+]	3-dehydroquinate synthase	Energy production and conversion	A0A0U2NEY6	NC_007181.1	Op344
SACI_RS03050	Saci_0641	Saci_0641	Sacid_00625		510704	511477	-	peptidylprolyl isomerase	hypothetical protein	Posttranslational modification, protein turnover, chaperones	UPI0002B27E92	NC_007181.1	Op345
SACI_RS03055	rpl37e	Saci_0642	Sacid_00626		511503	511688	+	50S ribosomal protein L37e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GVI6	NC_007181.1	Op346
SACI_RS03060	speE	Saci_0643	Sacid_00627		511688	512596	+	polyamine, spermidine synthase	Polyamine aminopropyltransferase	Amino acid transport and metabolism	A0A0U3FMW9	NC_007181.1	Op346
SACI_RS03075	ahcY	Saci_0646	Sacid_00628		513073	514320	+	adenosylhomocysteinase	Adenosylhomocysteinase	Coenzyme transport and metabolism	A0A0U2VV86	NC_007181.1	Op347
SACI_RS03080	Saci_0647	Saci_0647	Sacid_00629		514426	515073	+	mechanosensitive ion channel	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3GSW8	NC_007181.1	Op348
SACI_RS11560	SACI_RS11560				515597	515743	+	hypothetical protein		No arCOG annotation		NC_007181.1	Op349
SACI_RS03095	Saci_0650	Saci_0650	Sacid_00632		515799	516257	-	exonuclease	hypothetical protein	General Function Prediction Only	A0A0U3GU08	NC_007181.1	Op350
SACI_RS03100	haeIIIM	Saci_0651	Sacid_00633		516250	517209	-	DNA cytosine methyltransferase	Modification methylase HaeIII	Replication, recombination and repair	A0A0U3HAX7	NC_007181.1	Op350
SACI_RS03105	tfe	Saci_0652	Sacid_00634		517187	517702	-	transcription factor TFIIE, subunit alpha	hypothetical protein	Transcription	A0A0U3H267	NC_007181.1	Op351
SACI_RS03110	Saci_0653	Saci_0653	Sacid_00635		517716	518114	-	tRNA methyltransferase	hypothetical protein	General Function Prediction Only	A0A0U3GNB5	NC_007181.1	Op351
SACI_RS03115	hflX	Saci_0654	Sacid_00636		518264	519322	-	GTPase HflX	GTPase HflX	General Function Prediction Only	F2Z6G1	NC_007181.1	Op352
SACI_RS03120	Saci_0655	Saci_0655	Sacid_00637		519319	519810	-	TIGR00270 family protein	hypothetical protein	Transcription	A0A0U2N9G3	NC_007181.1	Op352
SACI_RS03125	PAN	Saci_0656	Sacid_00638	ftsH_1	519882	521072	+	proteasome-activating nucleotidase (PAN) regulatory ATPase	ATP-dependent zinc metalloprotease FtsH	Posttranslational modification, protein turnover, chaperones	F2Z6H9	NC_007181.1	Op353
SACI_RS03130	Saci_0657	Saci_0657	Sacid_00639		521069	521575	+	PUA domain-containing protein	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U2Y887	NC_007181.1	Op353
SACI_RS03135	PAC2	Saci_0658	Sacid_00640		521575	522297	+	proteasome assembly chaperone PAC2	hypothetical protein	General Function Prediction Only	A0A0U3HA06	NC_007181.1	Op353
SACI_RS03140	tgtA	Saci_0659	Sacid_00641	QTRT1	522241	523785	-	tRNA guanosine(15) transglycosylase TgtA	Queuine tRNA-ribosyltransferase catalytic subunit 1	Translation, ribosomal structure and biogenesis	A0A0U3GK27	NC_007181.1	Op354
SACI_RS03145	Saci_0660	Saci_0660	Sacid_00642		523739	524173	-	Lsm family RNA-binding protein	hypothetical protein	Transcription	A0A0U3GL12	NC_007181.1	Op354
SACI_RS03150	Saci_0661	Saci_0661	Sacid_00643		524244	524618	+	DNA-directed RNA polymerase subunit G	hypothetical protein	Transcription	A0A0U2NEW2	NC_007181.1	Op355
SACI_RS03155	prcB	Saci_0662	Sacid_00644	psmB, psmB1	524615	525202	-	archaeal 20S proteasome endopeptidase complex subunit beta (catalytic)	Proteasome subunit beta	Posttranslational modification, protein turnover, chaperones	A0A0U3GVH3	NC_007181.1	Op356
SACI_RS03160	hisS	Saci_0663	Sacid_00645		525232	526518	-	histidine--tRNA ligase	Histidine--tRNA ligase	Translation, ribosomal structure and biogenesis	UPI000055233E	NC_007181.1	Op356
SACI_RS03165	Saci_0664	Saci_0664	Sacid_00646		526525	526800	-	hypothetical protein	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FMW0	NC_007181.1	Op356
SACI_RS03170	tfb3	Saci_0665	Sacid_00647		526865	527452	+	TFIIB-type zinc ribbon-containing protein	hypothetical protein	Transcription	A0A0U3FEZ6	NC_007181.1	Op357
SACI_RS03175	thsB	Saci_0666	Sacid_00648	groL_1	527522	529183	+	thermosome subunit beta	60 kDa chaperonin	Posttranslational modification, protein turnover, chaperones	A0A0U3FNK6	NC_007181.1	Op358
SACI_RS03180	herA_2	Saci_0667	Sacid_00649		529180	530820	-	HerA helicase, ATP-binding protein (VirB4/HerA/CedB homolog)	hypothetical protein	Replication, recombination and repair	A0A0U3GSV6	NC_007181.1	Op359
SACI_RS03185	Cgi121	Saci_0668	Sacid_00650		530841	531239	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y0D6	NC_007181.1	Op359
SACI_RS03190	urm1	Saci_0669	Sacid_00651		531229	531483	-	ubiquitin-related modifier-1 protein Urm1 (MoaD/ThiS family) aka small Ubl archaeal modifier protein (SAMP)	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U3HAW4	NC_007181.1	Op359
SACI_RS03195	rps17e	Saci_0670	Sacid_00652		531486	531734	-	30S ribosomal protein S17e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3H285	NC_007181.1	Op359
SACI_RS03200	fbp	Saci_0671	Sacid_00653		531780	532937	-	fructose 1,6-bisphosphatase	Fructose-1,6-bisphosphate aldolase/phosphatase	Carbohydrate transport and metabolism	A0A0U3FMM9	NC_007181.1	Op360
SACI_RS03205	rli	Saci_0672	Sacid_00654	btuD_1	532970	534784	-	ribosome biogenesis/translation initiation ATPase RLI (RNAseL inhibitor)	Vitamin B12 import ATP-binding protein BtuD	General Function Prediction Only	A0A0U2W3Z5	NC_007181.1	Op360
SACI_RS03215	abaF_1	Saci_0675	Sacid_00657		535612	536928	-	MFS transporter	Fosfomycin resistance protein AbaF	Carbohydrate transport and metabolism	A0A0U3FWX6	NC_007181.1	Op361
SACI_RS11565	SACI_RS11565				537676	538980	-	tyrosine-type recombinase/integrase		Replication, recombination and repair		NC_007181.1	Op362
SACI_RS03230	Saci_0679	Saci_0679	Sacid_00660		539319	540533	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3F799	NC_007181.1	Op363
SACI_RS03235	Saci_0680	Saci_0680	Sacid_00661		540470	541363	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GK13	NC_007181.1	Op363
SACI_RS03240	Saci_0681	Saci_0681	Sacid_00662		541758	542003	+	hypothetical protein	hypothetical protein	Replication, recombination and repair	A0A0U3H9V2	NC_007181.1	Op364
SACI_RS11570	SACI_RS11570				542365	542577	+	putative integrase		No arCOG annotation	UPI000AE9D732	NC_007181.1	Op365
SACI_RS03250	rps10	Saci_0684	Sacid_00664	rpsJ	542684	542992	-	30S ribosomal protein S10	30S ribosomal protein S10	Translation, ribosomal structure and biogenesis	A0A0U3FVC0	NC_007181.1	Op366
SACI_RS03255	tuf	Saci_0685	Sacid_00665	cysNC	543018	544325	-	translation elongation factor EF-1 subunit alpha	Bifunctional enzyme CysN/CysC	Translation, ribosomal structure and biogenesis	A0A0U2NEV7	NC_007181.1	Op366
SACI_RS03260	rps7	Saci_0686	Sacid_00666		544383	544970	-	30S ribosomal protein S7	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3HLE7	NC_007181.1	Op367
SACI_RS03265	Saci_0687	Saci_0687	Sacid_00667		545052	545543	+	bifunctional nuclease family protein	hypothetical protein	Function Unknown	A0A0U2VV52	NC_007181.1	Op368
SACI_RS03270	rps12	Saci_0688	Sacid_00668		545617	546060	-	30S ribosomal protein S12	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2WWN8	NC_007181.1	Op369
SACI_RS03275	nusA	Saci_0689	Sacid_00669		546074	546505	-	NusA-like transcription termination signal-binding factor	Transcription termination/antitermination protein NusA	Transcription	A0A0U3FEX0	NC_007181.1	Op369
SACI_RS03280	rpl30e	Saci_0690	Sacid_00670		546506	546820	-	50S ribosomal protein L30e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2WSF4	NC_007181.1	Op369
SACI_RS03285	rpoA2	Saci_0691	Sacid_00671	rpoC	546828	548009	-	DNA-directed RNA polymerase subunit A''	DNA-directed RNA polymerase subunit beta'	Transcription	A0A0U2Y4P5	NC_007181.1	Op369
SACI_RS03290	rpoA1	Saci_0692	Sacid_00672	rpoA, rpoBC	548014	550656	-	DNA-directed RNA polymerase subunit A'	Bifunctional DNA-directed RNA polymerase subunit beta-beta'	Transcription	A0A0U3GTX6	NC_007181.1	Op369
SACI_RS03295	rpoB	Saci_0693	Sacid_00673		550649	554029	-	DNA-directed RNA polymerase subunit B	DNA-directed RNA polymerase subunit beta	Transcription	M1IPB9	NC_007181.1	Op369
SACI_RS03300	rpoH	Saci_0694	Sacid_00674		554034	554288	-	DNA-directed RNA polymerase subunit H	hypothetical protein	Transcription	A0A0U3GR61	NC_007181.1	Op369
SACI_RS03305	infB	Saci_0695	Sacid_00675		554494	556302	+	translation initiation factor IF-2	Translation initiation factor IF-2	Translation, ribosomal structure and biogenesis	A0A0U3H271	NC_007181.1	Op370
SACI_RS03310	ndk	Saci_0696	Sacid_00676		556271	556708	-	nucleoside-diphosphate kinase	Nucleoside diphosphate kinase	Nucleotide transport and metabolism	A0A0U3FML2	NC_007181.1	Op371
SACI_RS03315	rpl24e	Saci_0697			556705	556893	-	50S ribosomal protein L24e		Translation, ribosomal structure and biogenesis	A0A0U2N9E7	NC_007181.1	Op371
SACI_RS03320	rps28e	Saci_0698	Sacid_00677		556957	557211	+	30S ribosomal protein S28e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FWV9	NC_007181.1	Op372
SACI_RS03325	upp	Saci_0699	Sacid_00678		557216	557866	+	uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase	Nucleotide transport and metabolism	A0A0U2WZZ2	NC_007181.1	Op372
SACI_RS03330	gatB	Saci_0700	Sacid_00679		557908	559326	+	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	Translation, ribosomal structure and biogenesis	A0A0U3F785	NC_007181.1	Op373
SACI_RS03335	xpt	Saci_0701	Sacid_00680		559395	560132	+	phosphoribosyltransferase	Xanthine phosphoribosyltransferase	Nucleotide transport and metabolism	A0A0U3H9Y4	NC_007181.1	Op374
SACI_RS03340	Saci_0702	Saci_0702	Sacid_00681		560129	560707	+	MBL fold metallo-hydrolase	hypothetical protein	General Function Prediction Only	A0A0U3H9U0	NC_007181.1	Op374
SACI_RS03345	moaA_2	Saci_0703	Sacid_00682		560743	562497	-	radical SAM protein	GTP 3',8-cyclase	General Function Prediction Only	A0A0U3FVA8	NC_007181.1	Op375
SACI_RS03350	thiL_2	Saci_0704	Sacid_00683		562567	563496	-	thiamine-monophosphate kinase	Thiamine-monophosphate kinase	Coenzyme transport and metabolism	A0A0U3GVE5	NC_007181.1	Op376
SACI_RS03360	purB	Saci_0706	Sacid_00684	als	563647	565005	-	adenylosuccinate lyase	Adenylosuccinate lyase	Nucleotide transport and metabolism	UPI000055235F	NC_007181.1	Op376
SACI_RS03365	purP-1	Saci_0707	Sacid_00685	purP	565047	566048	+	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	hypothetical protein	Nucleotide transport and metabolism	A0A0U3GFU8	NC_007181.1	Op377
SACI_RS03370	purP-2	Saci_0708	Sacid_00686	purP	566045	567094	+	5-formaminioimidazole-4-carboxamide-1- (beta)-D-ribofuranosyl 5’-monophosphate synthetase	hypothetical protein	Nucleotide transport and metabolism	A0A0U2VV35	NC_007181.1	Op377
SACI_RS03375	purA	Saci_0709	Sacid_00687		567223	568236	+	adenylosuccinate synthetase	Adenylosuccinate synthetase	Nucleotide transport and metabolism	A0A0U3FEW1	NC_007181.1	Op378
SACI_RS03380	Saci_0710	Saci_0710	Sacid_00688		568239	569642	+	NAD(P)/FAD-dependent oxidoreductase	Ferredoxin--NADP reductase	General Function Prediction Only	A0A0U2WSD8	NC_007181.1	Op378
SACI_RS03385	Saci_0711	Saci_0711	Sacid_00689		569680	570645	+	AsnC family transcriptional regulator	hypothetical protein	Transcription	UPI0000552364	NC_007181.1	Op378
SACI_RS03390	pheA	Saci_0712	Sacid_00690		570623	571423	-	prephenate dehydratase	Bifunctional chorismate mutase/prephenate dehydratase	Amino acid transport and metabolism	UPI0009B5AD9D	NC_007181.1	Op379
SACI_RS03395	tdcB	Saci_0713	Sacid_00691		571467	572708	-	threonine ammonia-lyase	L-threonine ammonia-lyase	Amino acid transport and metabolism	UPI0002B27D2C	NC_007181.1	Op380
SACI_RS03400	Saci_0714	Saci_0714	Sacid_00692		572709	573227	-	HIT domain-containing protein	AP-4-A phosphorylase	Nucleotide transport and metabolism	A0A0U3HAT6	NC_007181.1	Op380
SACI_RS03405	radA	Saci_0715	Sacid_00693	recA	573265	574230	-	DNA repair and recombination protein RadA	Protein RecA	Replication, recombination and repair	A0A0U3H2N4	NC_007181.1	Op380
SACI_RS03410	Saci_0716	Saci_0716	Sacid_00694		574292	574789	-	hypothetical protein	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3HI60	NC_007181.1	Op381
SACI_RS03415	rsmF_1	Saci_0717	Sacid_00695		574801	575817	-	RsmB/NOP family class I SAM-dependent RNA methyltransferase	Ribosomal RNA small subunit methyltransferase F	Translation, ribosomal structure and biogenesis	A0A0U3GN68	NC_007181.1	Op381
SACI_RS03420	cyaB	Saci_0718	Sacid_00696		575816	576373	+	class IV adenylate cyclase	hypothetical protein	Nucleotide transport and metabolism	A0A0U2N9D3	NC_007181.1	Op382
SACI_RS03425	salL	Saci_0719	Sacid_00697		576339	577175	+	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	Adenosyl-chloride synthase	Function Unknown	A0A0U3FWT8	NC_007181.1	Op382
SACI_RS03430	Saci_0720	Saci_0720	Sacid_00698		577130	577645	+	nicotinamide-nucleotide adenylyltransferase	Bifunctional NMN adenylyltransferase/Nudix hydrolase	Coenzyme transport and metabolism	UPI000055236D	NC_007181.1	Op382
SACI_RS03435	Saci_0721	Saci_0721	Sacid_00699		577659	578195	-	DUF99 family protein	hypothetical protein	Replication, recombination and repair	A0A0U2WZX7	NC_007181.1	Op383
SACI_RS03440	cdc6-1	Saci_0722	Sacid_00700		578164	579357	-	ORC1-type DNA replication protein 1 (AAA family ATPase)	hypothetical protein	Replication, recombination and repair	A0A0U2Y835	NC_007181.1	Op383
SACI_RS03450	Saci_0724	Saci_0724	Sacid_00702		580124	581809	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GJX8	NC_007181.1	Op384
SACI_RS11915	SACI_RS11915		Sacid_00703		582313	582486	-	hypothetical protein	hypothetical protein	No arCOG annotation	UPI000A41AA37	NC_007181.1	Op385
SACI_RS03455	Saci_0725	Saci_0725	Sacid_00704		582782	583939	+	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	UPI000840C93D	NC_007181.1	Op386
SACI_RS03460	SACI_RS03460		Sacid_00705		584094	584273	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FV95	NC_007181.1	Op387
SACI_RS03465	Saci_0726	Saci_0726	Sacid_00706		584239	584574	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GVD6	NC_007181.1	Op387
SACI_RS03470	Saci_0727	Saci_0727	Sacid_00708		584714	585013	+	transcriptional regulator	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GFS8	NC_007181.1	Op388
SACI_RS03475	Saci_0728	Saci_0728	Sacid_00709		584988	585761	+	geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase	Geranylgeranylglyceryl phosphate synthase	General Function Prediction Only	A0A0U3FMR6	NC_007181.1	Op389
SACI_RS03480	secG	Saci_0729	Sacid_00710		585748	585927	+	preprotein translocase subunit Sec61beta / SecG	hypothetical protein	Intracellular trafficking, secretion, and vesicular transport	A0A0U3FEU7	NC_007181.1	Op389
SACI_RS03485	Saci_0730	Saci_0730	Sacid_00711		586235	586732	-	DUF367 family protein, Like Pre-rRNA processing protein TSR3	hypothetical protein	Function Unknown	A0A0U2WSC5	NC_007181.1	Op390
SACI_RS03490	Saci_0731	Saci_0731	Sacid_00712		586789	587040	+	Lrp/AsnC ligand binding domain-containing protein	hypothetical protein	Transcription	A0A0U2Y0A0	NC_007181.1	Op391
SACI_RS03495	Saci_0732	Saci_0732	Sacid_00713		587163	588344	+	DUF1743 domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U3H1Z9	NC_007181.1	Op392
SACI_RS03500	Saci_0733	Saci_0733	Sacid_00714		588683	589342	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H2M2	NC_007181.1	Op393
SACI_RS03505	btuD_2	Saci_0734	Sacid_00715		589347	590147	-	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Defense mechanisms	A0A0U3FMI2	NC_007181.1	Op393
SACI_RS03510	SACI_RS03510		Sacid_00716		590261	590485	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2N9C5	NC_007181.1	Op394
SACI_RS11815	SACI_RS11815		Sacid_00717		590574	590774	-	hypothetical protein	hypothetical protein	No arCOG annotation	UPI000B1C0705	NC_007181.1	Op395
SACI_RS03515	Saci_0735	Saci_0735	Sacid_00718		590800	591231	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3FWS6	NC_007181.1	Op396
SACI_RS03520	Saci_0736	Saci_0736	Sacid_00719		591228	592064	+	ABC transporter permease	hypothetical protein	Defense mechanisms	A0A0U3FF83	NC_007181.1	Op396
SACI_RS03525	btuD_3	Saci_0737	Sacid_00720		592061	592852	+	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Defense mechanisms	A0A0U2Y820	NC_007181.1	Op396
SACI_RS03530	Saci_0738	Saci_0738	Sacid_00721		592836	593333	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GJW7	NC_007181.1	Op396
SACI_RS03535	Saci_0739	Saci_0739	Sacid_00722		593330	593644	+	hypothetical protein	hypothetical protein	Transcription	A0A0U3H9Q6	NC_007181.1	Op396
SACI_RS11580	SACI_RS11580				594292	594510	+	integrase		Function Unknown		NC_007181.1	Op397
SACI_RS03545	Saci_0742	Saci_0742	Sacid_00724		594570	594803	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FV80	NC_007181.1	Op398
SACI_RS03550	Saci_0743	Saci_0743	Sacid_00725		594856	595146	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3GVB9	NC_007181.1	Op399
SACI_RS03555	Saci_0744	Saci_0744	Sacid_00726		595153	596007	+	NAD(P)/FAD-dependent oxidoreductase	hypothetical protein	General Function Prediction Only	A0A0U3HL99	NC_007181.1	Op399
SACI_RS03560	Saci_0745	Saci_0745	Sacid_00727		595967	596758	-	hypothetical protein	hypothetical protein	Carbohydrate transport and metabolism	A0A0U2VUZ8	NC_007181.1	Op400
SACI_RS03565	Saci_0746	Saci_0746	Sacid_00728		596755	597045	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FNE7	NC_007181.1	Op400
SACI_RS03570	hxlB	Saci_0747	Sacid_00729	murR	597129	597806	+	6-phospho-3-hexuloisomerase	HTH-type transcriptional regulator MurR	Cell wall/membrane/envelope biogenesis	UPI0002B26666	NC_007181.1	Op401
SACI_RS03575	cedB	Saci_0748	Sacid_00730		597891	599684	+	DNA import protein CedB (ATP-binding)	hypothetical protein	Replication, recombination and repair	A0A0U3GTT0	NC_007181.1	Op402
SACI_RS03580	Saci_0749	Saci_0749	Sacid_00731		599664	600092	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H1Y2	NC_007181.1	Op403
SACI_RS03585	lysY	Saci_0750	Sacid_00732	argC	600153	601205	+	[LysW]-L-2-aminoadipate/[LysW]-L-glutamate phosphate reductase	[LysW]-L-2-aminoadipate 6-phosphate reductase	Amino acid transport and metabolism	A0A0U3H228	NC_007181.1	Op404
SACI_RS03590	lysZ	Saci_0751	Sacid_00733	argB	601207	601992	+	[LysW]-aminoadipate/[LysW]-glutamate kinase	[LysW]-aminoadipate kinase	Amino acid transport and metabolism	A0A0U3GN43	NC_007181.1	Op404
SACI_RS03595	lysM	Saci_0752	Sacid_00734	asnC_1	601992	602414	+	Lrp/AsnC family transcriptional regulator	Regulatory protein AsnC	Transcription	A0A0U2W3R8	NC_007181.1	Op404
SACI_RS03600	lysW	Saci_0753	Sacid_00735	argW	602479	602649	+	Alpha-aminoadipate/glutamate carrier protein LysW	hypothetical protein	Amino acid transport and metabolism	A0A0U3HDS3	NC_007181.1	Op405
SACI_RS03605	lysX	Saci_0754	Sacid_00736	lysX_1	602646	603503	+	Alpha-aminoadipate--LysW ligase LysX	Alpha-aminoadipate--LysW ligase LysX	Coenzyme transport and metabolism	A0A0U2WZV0	NC_007181.1	Op405
SACI_RS03610	lysJ	Saci_0755	Sacid_00737	argD	603500	604663	+	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase	[LysW]-aminoadipate semialdehyde transaminase	Amino acid transport and metabolism	A0A0U2Y804	NC_007181.1	Op405
SACI_RS03615	lysK	Saci_0756	Sacid_00738	argE	604611	605651	+	[LysW]-lysine/[LysW]-ornithine hydrolase	[LysW]-lysine hydrolase	Amino acid transport and metabolism	A0A0U3F736	NC_007181.1	Op405
SACI_RS03620	uppS	Saci_0757	Sacid_00739	cpdS	605636	606424	+	di-trans,poly-cis-decaprenylcistransferase	(2Z,6E)-farnesyl diphosphate synthase	Lipid transport and metabolism	A0A0U3H9P1	NC_007181.1	Op405
SACI_RS03625	rps8e	Saci_0758	Sacid_00740		606457	606843	+	30S ribosomal protein S8e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FV68	NC_007181.1	Op405
SACI_RS03630	Saci_0759	Saci_0759	Sacid_00741		606840	607118	+	hypothetical protein	hypothetical protein	Intracellular trafficking, secretion, and vesicular transport	A0A0U2NER7	NC_007181.1	Op405
SACI_RS03640	SACI_RS03640		Sacid_00742		607284	607526	-	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U3HL87	NC_007181.1	Op406
SACI_RS03645	galE	Saci_0761	Sacid_00743		607507	608436	-	NAD-dependent epimerase/dehydratase family protein	UDP-glucose 4-epimerase	Cell wall/membrane/envelope biogenesis	A0A0U3GFP8	NC_007181.1	Op406
SACI_RS03655	iolD	Saci_0763	Sacid_00744		608869	610491	-	thiamine pyrophosphate-binding protein	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase	Amino acid transport and metabolism	A0A0U2VUW7	NC_007181.1	Op407
SACI_RS03665	Saci_0765	Saci_0765	Sacid_00746		610693	611253	+	nucleotidyltransferase	hypothetical protein	General Function Prediction Only	A0A0U3FNC6	NC_007181.1	Op408
SACI_RS03670	Saci_0766	Saci_0766			611250	611420	-	50S ribosomal protein L40e		Translation, ribosomal structure and biogenesis	A0A0U3HCT7	NC_007181.1	Op409
SACI_RS03675	nusA	Saci_0767	Sacid_00747		611490	611996	+	transcription elongation factor NusA	hypothetical protein	Transcription	A0A0U2WS94	NC_007181.1	Op410
SACI_RS03680	aspC	Saci_0768	Sacid_00748	aspS	612003	613289	+	aspartate--tRNA(Asn) ligase	Aspartate--tRNA(Asp/Asn) ligase	Translation, ribosomal structure and biogenesis	A0A0U2Y063	NC_007181.1	Op410
SACI_RS03685	truD	Saci_0769	Sacid_00749		613286	614407	-	tRNA pseudouridine(13) synthase TruD	tRNA pseudouridine synthase D	Translation, ribosomal structure and biogenesis	A0A0U3H1W4	NC_007181.1	Op411
SACI_RS03690	pth	Saci_0770	Sacid_00750		614404	614766	-	peptidyl-tRNA hydrolase	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GN27	NC_007181.1	Op411
SACI_RS11585	Saci_0771	Saci_0771			614806	615018	+	DUF1610 domain-containing protein		Translation, ribosomal structure and biogenesis	UPI0000552399	NC_007181.1	Op412
