locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS02055	NC_007181.1	360871.0	361644.0	+	rffH	Saci_0422	Sacid_00417		sugar nucleotidyltransferase	Glucose-1-phosphate thymidylyltransferase 2	WP_011277337.1
SACI_RS02060	NC_007181.1	361697.0	362878.0	-	Saci_0423	Saci_0423	Sacid_00418		NAD-dependent epimerase/dehydratase family protein	hypothetical protein	WP_011277338.1
SACI_RS02065	NC_007181.1	362924.0	363823.0	+	murK	Saci_0424	Sacid_00419		ATPase	N-acetylmuramic acid/N-acetylglucosamine kinase	WP_011277339.1
SACI_RS02070	NC_007181.1	363809.0	365248.0	-	ywrD	Saci_0425	Sacid_00420		gamma-glutamyltransferase	Glutathione hydrolase-like YwrD proenzyme	WP_011277340.1
SACI_RS02075	NC_007181.1	365289.0	365651.0	+	Saci_0426	Saci_0426	Sacid_00421		hypothetical protein	hypothetical protein	WP_015385424.1
SACI_RS02080	NC_007181.1	365641.0	365886.0	+	Saci_0427	Saci_0427	Sacid_00422		hypothetical protein	hypothetical protein	WP_015385425.1
SACI_RS02085	NC_007181.1	365887.0	368208.0	+	tmcA_2	Saci_0428	Sacid_00423		tRNA(Met) cytidine acetyltransferase	tRNA(Met) cytidine acetyltransferase TmcA	WP_015385426.1
SACI_RS02090	NC_007181.1	368235.0	368996.0	-	Saci_0430	Saci_0430	Sacid_00424		hypothetical protein	hypothetical protein	WP_015385427.1
SACI_RS02095	NC_007181.1	369276.0	369596.0	+	Saci_0431	Saci_0431	Sacid_00425		hypothetical protein	hypothetical protein	WP_011277345.1
SACI_RS02100	NC_007181.1	369796.0	371196.0	+	Saci_0432	Saci_0432	Sacid_00426		APC family permease	hypothetical protein	WP_011277346.1
SACI_RS02105	NC_007181.1	371319.0	371498.0	+	Saci_0433	Saci_0433	Sacid_00427		hypothetical protein	hypothetical protein	WP_011277347.1
SACI_RS02110	NC_007181.1	372078.0	372728.0	-	pcm	Saci_0434	Sacid_00428		protein-L-isoaspartate O-methyltransferase	Protein-L-isoaspartate O-methyltransferase	WP_011277348.1
SACI_RS02115	NC_007181.1	372725.0	374482.0	-	Saci_0435	Saci_0435	Sacid_00429		ATP-binding protein	hypothetical protein	WP_011277349.1
SACI_RS02120	NC_007181.1	374461.0	375144.0	-	Saci_0436	Saci_0436	Sacid_00430		DNA double-strand break repair nuclease NurA	hypothetical protein	WP_011277350.1
SACI_RS02125	NC_007181.1	375206.0	376042.0	+	Saci_0437	Saci_0437	Sacid_00431		hypothetical protein	hypothetical protein	WP_015385428.1
SACI_RS02130	NC_007181.1	376272.0	376916.0	+	Saci_0439	Saci_0439	Sacid_00433		hypothetical protein	hypothetical protein	WP_015385429.1
SACI_RS02135	NC_007181.1	376931.0	377545.0	+	Saci_0440	Saci_0440	Sacid_00434		M50 family peptidase	hypothetical protein	WP_011277354.1
SACI_RS02140	NC_007181.1	377559.0	378125.0	+	Saci_0441	Saci_0441	Sacid_00435		rhomboid family intramembrane serine protease	hypothetical protein	WP_011277355.1
SACI_RS02145	NC_007181.1	378298.0	378867.0	+	Saci_0443	Saci_0443	Sacid_00437		adenylate kinase family protein	hypothetical protein	WP_011277357.1
SACI_RS02150	NC_007181.1	378880.0	379767.0	+	mrp	Saci_0444	Sacid_00438		Mrp/NBP35 family ATP-binding protein	Iron-sulfur cluster carrier protein	WP_011277358.1
SACI_RS02155	NC_007181.1	379764.0	379976.0	-	Saci_0445	Saci_0445	Sacid_00439		hypothetical protein	hypothetical protein	WP_015385431.1
SACI_RS02160	NC_007181.1	380078.0	380428.0	+	Saci_0446	Saci_0446	Sacid_00440		MarR family transcriptional regulator	hypothetical protein	WP_011277360.1
SACI_RS02165	NC_007181.1	380399.0	381127.0	-	Saci_0447	Saci_0447	Sacid_00441		5-formyltetrahydrofolate cyclo-ligase	hypothetical protein	WP_011277361.1
SACI_RS02170	NC_007181.1	381108.0	381671.0	-	Saci_0448	Saci_0448	Sacid_00442		LysE family transporter	hypothetical protein	WP_011277362.1
SACI_RS02175	NC_007181.1	381830.0	382318.0	+	Saci_0449	Saci_0449	Sacid_00443		helix-turn-helix domain-containing protein	hypothetical protein	WP_011277363.1
SACI_RS02180	NC_007181.1	382309.0	383454.0	-	Saci_0450	Saci_0450	Sacid_00444		tryptophan--tRNA ligase	hypothetical protein	WP_011277364.1
SACI_RS02185	NC_007181.1	383513.0	384157.0	-	Saci_0451	Saci_0451	Sacid_00445		hypothetical protein	hypothetical protein	WP_011277365.1
SACI_RS02190	NC_007181.1	384233.0	384937.0	+	alaS_1		Sacid_00446		alanyl-tRNA editing protein	Alanine--tRNA ligase	WP_015385432.1
SACI_RS02195	NC_007181.1	385017.0	385448.0	-	Saci_0453	Saci_0453	Sacid_00447		GtrA family protein	hypothetical protein	WP_011277366.1
SACI_RS02200	NC_007181.1	385508.0	386461.0	-	Saci_0454	Saci_0454	Sacid_00448		histidinol-phosphate aminotransferase family protein	putative aminotransferase	WP_011277367.1
SACI_RS02205	NC_007181.1	386458.0	386994.0	-	Saci_0455	Saci_0455	Sacid_00449		helix-turn-helix domain-containing protein	hypothetical protein	WP_011277368.1
SACI_RS02210	NC_007181.1	387109.0	387423.0	+	ndhI_1	Saci_0456	Sacid_00450		4Fe-4S binding protein	"NAD(P)H-quinone oxidoreductase subunit I, chloroplastic"	WP_011277369.1
SACI_RS02220	NC_007181.1	387787.0	389016.0	-	coaBC	Saci_0458	Sacid_00452		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	WP_011277370.1
SACI_RS02225	NC_007181.1	389060.0	389566.0	+	rimI	Saci_0459	Sacid_00453		ribosomal protein S18-alanine N-acetyltransferase	hypothetical protein	WP_011277371.1
SACI_RS02230	NC_007181.1	389546.0	390001.0	-	Saci_0460	Saci_0460	Sacid_00454		hypothetical protein	hypothetical protein	WP_015385433.1
SACI_RS02235	NC_007181.1	389973.0	390845.0	-	Saci_0461	Saci_0461	Sacid_00455		triphosphoribosyl-dephospho-CoA synthase	hypothetical protein	WP_011277373.1
SACI_RS02240	NC_007181.1	390814.0	391728.0	-	Saci_0462	Saci_0462	Sacid_00456		nucleotidyltransferase	hypothetical protein	WP_011277374.1
SACI_RS02245	NC_007181.1	391695.0	392597.0	-	Saci_0463	Saci_0463	Sacid_00457		DUF1464 family protein	hypothetical protein	WP_011277375.1
SACI_RS02250	NC_007181.1	392594.0	393088.0	-	Saci_0464	Saci_0464	Sacid_00458		hypothetical protein	hypothetical protein	WP_011277376.1
SACI_RS02255	NC_007181.1	393159.0	393815.0	-	Saci_0465	Saci_0465	Sacid_00459		hypothetical protein	hypothetical protein	WP_011277377.1
SACI_RS02260	NC_007181.1	394110.0	394478.0	-	Saci_0467	Saci_0467	Sacid_00460		type II toxin-antitoxin system VapC family toxin	hypothetical protein	WP_011277378.1
SACI_RS02265	NC_007181.1	394465.0	394713.0	-	Saci_0468	Saci_0468	Sacid_00461		antitoxin VapB family protein	hypothetical protein	WP_011277379.1
SACI_RS11525	NC_007181.1	395217.0	395393.0	-	SACI_RS11525				integrase		
SACI_RS02275	NC_007181.1	395689.0	397623.0	+	Saci_0472	Saci_0472	Sacid_00463		ATP-binding protein	hypothetical protein	WP_011277380.1
SACI_RS02280	NC_007181.1	397638.0	399005.0	+	Saci_0473	Saci_0473	Sacid_00464		hypothetical protein	hypothetical protein	WP_011277381.1
SACI_RS02285	NC_007181.1	399028.0	399954.0	-	Saci_0474	Saci_0474	Sacid_00465		phosphoadenosine phosphosulfate reductase family protein	hypothetical protein	WP_011277382.1
SACI_RS02290	NC_007181.1	399956.0	400609.0	-	Saci_0475	Saci_0475	Sacid_00466		hypothetical protein	hypothetical protein	WP_011277383.1
SACI_RS02295	NC_007181.1	400738.0	400947.0	-	SACI_RS02295		Sacid_00467		hypothetical protein	hypothetical protein	WP_015385435.1
SACI_RS02300	NC_007181.1	400929.0	401072.0	-	Saci_0476	Saci_0476	Sacid_00468		"ribbon-helix-helix protein, CopG family"	hypothetical protein	WP_015385436.1
SACI_RS02305	NC_007181.1	401100.0	401420.0	-	Saci_0477	Saci_0477	Sacid_00469		hypothetical protein	hypothetical protein	WP_015385437.1
SACI_RS02310	NC_007181.1	401417.0	401848.0	-	Saci_0478	Saci_0478	Sacid_00470		hypothetical protein	hypothetical protein	WP_015385438.1
SACI_RS02315	NC_007181.1	402058.0	402366.0	-	Saci_0479	Saci_0479	Sacid_00472		hypothetical protein	hypothetical protein	WP_011277387.1
SACI_RS02320	NC_007181.1	402468.0	402758.0	+	Saci_0480	Saci_0480	Sacid_00473		hypothetical protein	hypothetical protein	WP_011277388.1
SACI_RS02325	NC_007181.1	402755.0	403321.0	+	Saci_0481	Saci_0481	Sacid_00474		hypothetical protein	hypothetical protein	WP_011277389.1
SACI_RS02330	NC_007181.1	403917.0	404216.0	+	Saci_0482	Saci_0482	Sacid_00475		winged helix-turn-helix transcriptional regulator	hypothetical protein	WP_011277390.1
SACI_RS02335	NC_007181.1	404226.0	404513.0	-	Saci_0483	Saci_0483	Sacid_00476		winged helix-turn-helix transcriptional regulator	hypothetical protein	WP_011277391.1
SACI_RS02340	NC_007181.1	404875.0	405324.0	+	Saci_0484	Saci_0484	Sacid_00477		hypothetical protein	hypothetical protein	WP_015385440.1
SACI_RS11795	NC_007181.1	405327.0	405494.0	-	Saci_0485	Saci_0485	Sacid_00478		hypothetical protein	hypothetical protein	WP_011277393.1
SACI_RS02345	NC_007181.1	405583.0	405888.0	+	Saci_0486	Saci_0486	Sacid_00479		hypothetical protein	hypothetical protein	WP_011277394.1
SACI_RS02350	NC_007181.1	405920.0	407224.0	+	Saci_0487	Saci_0487	Sacid_00480		transposase	IS200/IS605 family transposase ISSto1	WP_011277395.1
SACI_RS02355	NC_007181.1	407221.0	407430.0	-	Saci_0488	Saci_0488	Sacid_00481		MarR family transcriptional regulator	hypothetical protein	WP_011277396.1
SACI_RS02360	NC_007181.1	407482.0	407775.0	-	Saci_0489	Saci_0489	Sacid_00482		MarR family transcriptional regulator	hypothetical protein	WP_011277397.1
SACI_RS02365	NC_007181.1	407848.0	408144.0	+	Saci_0490	Saci_0490	Sacid_00483		hypothetical protein	hypothetical protein	WP_011277398.1
SACI_RS02370	NC_007181.1	408515.0	409345.0	+	Saci_0491	Saci_0491	Sacid_00484		hypothetical protein	hypothetical protein	WP_011277399.1
SACI_RS02375	NC_007181.1	409591.0	410127.0	-	Saci_0492	Saci_0492	Sacid_00485		hypothetical protein	hypothetical protein	WP_011277400.1
SACI_RS02380	NC_007181.1	410152.0	410490.0	-	Saci_0493	Saci_0493	Sacid_00486		hypothetical protein	hypothetical protein	WP_015385441.1
SACI_RS02385	NC_007181.1	411379.0	412086.0	+	Saci_0494	Saci_0494	Sacid_00487		hypothetical protein	hypothetical protein	WP_011277402.1
SACI_RS02390	NC_007181.1	412079.0	412927.0	+	Saci_0495	Saci_0495	Sacid_00488		hypothetical protein	hypothetical protein	WP_011277403.1
SACI_RS02395	NC_007181.1	413083.0	413667.0	-	Saci_0496	Saci_0496	Sacid_00490		hypothetical protein	hypothetical protein	WP_011277404.1
SACI_RS02400	NC_007181.1	413893.0	414747.0	-	Saci_0497	Saci_0497	Sacid_00491		hypothetical protein	hypothetical protein	WP_011277405.1
SACI_RS02405	NC_007181.1	414882.0	415328.0	-	Saci_0498	Saci_0498	Sacid_00492		hypothetical protein	hypothetical protein	WP_011277406.1
SACI_RS02410	NC_007181.1	415699.0	416682.0	-	Saci_0500	Saci_0500	Sacid_00494		hypothetical protein	hypothetical protein	WP_011277408.1
SACI_RS02415	NC_007181.1	416669.0	417130.0	-	Saci_0501	Saci_0501	Sacid_00495		conjugal transfer protein	hypothetical protein	WP_011277409.1
SACI_RS02420	NC_007181.1	417681.0	417860.0	+	Saci_0503	Saci_0503	Sacid_00497		hypothetical protein	hypothetical protein	WP_011277411.1
SACI_RS02425	NC_007181.1	417900.0	418895.0	+	Saci_0504	Saci_0504	Sacid_00498		transposase	IS200/IS605 family transposase ISSis2	WP_011277412.1
SACI_RS02430	NC_007181.1	418892.0	419104.0	-	SACI_RS02430				hypothetical protein		WP_015385444.1
SACI_RS02435	NC_007181.1	419327.0	419875.0	+	Saci_0505	Saci_0505	Sacid_00499		hypothetical protein	hypothetical protein	WP_011277413.1
SACI_RS02440	NC_007181.1	419872.0	420159.0	-	Saci_0506	Saci_0506	Sacid_00500		hypothetical protein	hypothetical protein	WP_011277414.1
SACI_RS11495	NC_007181.1	420271.0	420777.0	+	Saci_0507	Saci_0507	Sacid_00501		hypothetical protein	hypothetical protein	WP_147127836.1
SACI_RS02455	NC_007181.1	421091.0	421513.0	+	Saci_0510	Saci_0510	Sacid_00503		hypothetical protein	hypothetical protein	WP_011277418.1
SACI_RS02465	NC_007181.1	422019.0	422438.0	+	Saci_0512	Saci_0512	Sacid_00505		hypothetical protein	hypothetical protein	WP_011277420.1
SACI_RS02470	NC_007181.1	422475.0	423938.0	-	Saci_0513	Saci_0513	Sacid_00506		hypothetical protein	hypothetical protein	WP_011277421.1
SACI_RS02475	NC_007181.1	423985.0	425845.0	+	SACI_RS02475		"Sacid_00507, Sacid_00508"		DUF87 domain-containing protein	hypothetical protein	
SACI_RS11530	NC_007181.1	425847.0	426110.0	+	Saci_0516	Saci_0516	Sacid_00509		hypothetical protein	hypothetical protein	WP_011277422.1
SACI_RS02480	NC_007181.1	426068.0	426739.0	-	Saci_0517	Saci_0517	Sacid_00510		hypothetical protein	hypothetical protein	WP_011277423.1
SACI_RS11535	NC_007181.1	426819.0	427622.0	-	SACI_RS11535		Sacid_00511		integrase	hypothetical protein	WP_015385446.1
SACI_RS02495	NC_007181.1	428113.0	429474.0	-	Saci_0520	Saci_0520	Sacid_00513		ATP-binding protein	hypothetical protein	WP_011277424.1
SACI_RS02510	NC_007181.1	431631.0	431930.0	-	Saci_0523	Saci_0523	Sacid_00516		transcriptional regulator	hypothetical protein	WP_011277425.1
SACI_RS02515	NC_007181.1	431941.0	432504.0	-	Saci_0524	Saci_0524	Sacid_00517		hypothetical protein	hypothetical protein	WP_015385449.1
SACI_RS02520	NC_007181.1	432501.0	433196.0	-	Saci_0525	Saci_0525	Sacid_00518		SagB family peptide dehydrogenase	hypothetical protein	WP_011277427.1
SACI_RS02525	NC_007181.1	433208.0	434512.0	-	Saci_0526	Saci_0526	Sacid_00519		YcaO-like family protein	hypothetical protein	WP_011277428.1
SACI_RS02530	NC_007181.1	434491.0	435201.0	-	Saci_0527	Saci_0527	Sacid_00520		hypothetical protein	hypothetical protein	WP_011277429.1
SACI_RS02535	NC_007181.1	435514.0	436092.0	-	Saci_0529	Saci_0529	Sacid_00521		hypothetical protein	hypothetical protein	WP_015385450.1
SACI_RS02540	NC_007181.1	436289.0	437026.0	+	Saci_0530	Saci_0530	Sacid_00522		hypothetical protein	hypothetical protein	WP_011277432.1
SACI_RS02545	NC_007181.1	437017.0	437649.0	+	ecfA3	Saci_0531	Sacid_00523		ATP-binding cassette domain-containing protein	Energy-coupling factor transporter ATP-binding protein EcfA3	WP_015385451.1
SACI_RS02550	NC_007181.1	438205.0	438699.0	-	Saci_0532	Saci_0532	Sacid_00524		hypothetical protein	hypothetical protein	WP_015385452.1
SACI_RS02555	NC_007181.1	438773.0	439246.0	+	Saci_0533	Saci_0533			hypothetical protein		WP_011277435.1
SACI_RS02560	NC_007181.1	439307.0	439906.0	-	pqqE_1	Saci_0535	Sacid_00526		radical SAM protein	PqqA peptide cyclase	WP_011277437.1
SACI_RS11540	NC_007181.1	440182.0	440412.0	+	SACI_RS11540				hypothetical protein		
SACI_RS02570	NC_007181.1	440555.0	440959.0	-	Saci_0538	Saci_0538	Sacid_00528		hypothetical protein	hypothetical protein	WP_011277438.1
SACI_RS02575	NC_007181.1	441021.0	442124.0	-	mtnA	Saci_0539	Sacid_00529		S-methyl-5-thioribose-1-phosphate isomerase	Methylthioribose-1-phosphate isomerase	WP_011277439.1
SACI_RS11800	NC_007181.1	442246.0	442317.0	-	SACI_RS11800				hypothetical protein		
SACI_RS11805	NC_007181.1	442342.0	442446.0	-	SACI_RS11805		Sacid_00531		putative integrase	hypothetical protein	WP_015385455.1
SACI_RS02585	NC_007181.1	442601.0	443578.0	-	Saci_0542	Saci_0542	Sacid_00532		phosphoesterase	hypothetical protein	WP_011277440.1
SACI_RS02590	NC_007181.1	443595.0	444197.0	-	rutB	Saci_0543	Sacid_00533		cysteine hydrolase	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	WP_011277441.1
SACI_RS02595	NC_007181.1	444223.0	444813.0	-	nfi	Saci_0544	Sacid_00534		endonuclease V	Endonuclease V	WP_011277442.1
SACI_RS02600	NC_007181.1	444798.0	445265.0	-	Saci_0545	Saci_0545	Sacid_00535		dual specificity protein phosphatase family protein	hypothetical protein	WP_011277443.1
SACI_RS02605	NC_007181.1	445336.0	446121.0	+	kaiC	Saci_0546	Sacid_00536		KaiC domain-containing protein	Circadian clock protein kinase KaiC	WP_011277444.1
SACI_RS02610	NC_007181.1	446113.0	446949.0	-	nadC	Saci_0547	Sacid_00537		carboxylating nicotinate-nucleotide diphosphorylase	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	WP_011277445.1
SACI_RS02615	NC_007181.1	446949.0	447515.0	-	guaA_2	Saci_0548	Sacid_00538		GMP synthase subunit A	GMP synthase [glutamine-hydrolyzing]	WP_011277446.1
SACI_RS02620	NC_007181.1	447582.0	449033.0	+	nadB	Saci_0549	Sacid_00539		FAD-binding protein	L-aspartate oxidase	WP_011277447.1
SACI_RS02625	NC_007181.1	449020.0	449487.0	+	nudL	Saci_0550	Sacid_00540		NUDIX domain-containing protein	putative Nudix hydrolase NudL	WP_011277448.1
SACI_RS02630	NC_007181.1	449509.0	450867.0	-	ruvB_1	Saci_0552	Sacid_00541		RuvB-like helicase	Holliday junction ATP-dependent DNA helicase RuvB	WP_011277449.1
SACI_RS02635	NC_007181.1	450973.0	451836.0	+	pfkB	Saci_0553	Sacid_00542		carbohydrate kinase family protein	ATP-dependent 6-phosphofructokinase	WP_011277450.1
SACI_RS02640	NC_007181.1	451833.0	452897.0	+	dinB	Saci_0554	Sacid_00543		DNA polymerase IV	DNA polymerase IV	WP_011277451.1
SACI_RS02645	NC_007181.1	452874.0	453314.0	-	Saci_0555	Saci_0555	Sacid_00544		hypothetical protein	hypothetical protein	WP_011277452.1
SACI_RS02650	NC_007181.1	453329.0	454336.0	+	rtcA	Saci_0556	Sacid_00545		RNA 3'-terminal phosphate cyclase	RNA 3'-terminal phosphate cyclase	WP_011277453.1
SACI_RS02655	NC_007181.1	454323.0	455327.0	-	adh_1	Saci_0557	Sacid_00546		alcohol dehydrogenase catalytic domain-containing protein	Alcohol dehydrogenase	WP_011277454.1
SACI_RS02660	NC_007181.1	455333.0	456616.0	-	Saci_0558	Saci_0558	Sacid_00547		glutamine synthetase	Glutamate--methylamine ligase	WP_011277455.1
SACI_RS02665	NC_007181.1	456672.0	457448.0	-	Saci_0559	Saci_0559	Sacid_00548		class I SAM-dependent methyltransferase family protein	hypothetical protein	WP_011277456.1
SACI_RS02670	NC_007181.1	457402.0	458550.0	-	dadD	Saci_0560	Sacid_00549		amidohydrolase	5'-deoxyadenosine deaminase	WP_011277457.1
SACI_RS02685	NC_007181.1	459116.0	459649.0	+	Saci_0564	Saci_0564	Sacid_00550		archaemetzincin family Zn-dependent metalloprotease	hypothetical protein	WP_011277458.1
SACI_RS02690	NC_007181.1	459626.0	460045.0	-	Saci_0565	Saci_0565	Sacid_00551		archease	Protein archease	WP_011277459.1
SACI_RS11810	NC_007181.1	460159.0	460317.0	-	cedA2	Saci_0567	Sacid_00553		DNA import protein CedA2	hypothetical protein	WP_011277461.1
SACI_RS02695	NC_007181.1	460333.0	461115.0	-	cedA	Saci_0568	Sacid_00554		DNA import protein CedA	hypothetical protein	WP_011277462.1
SACI_RS02700	NC_007181.1	461116.0	461352.0	-	cedA1	Saci_0569	Sacid_00555		DNA import protein CedA1	hypothetical protein	WP_011277463.1
SACI_RS02705	NC_007181.1	461381.0	461929.0	-	cmk	Saci_0570	Sacid_00556		AAA family ATPase	Cytidylate kinase	WP_011277464.1
SACI_RS02710	NC_007181.1	461926.0	462189.0	-	Saci_0571	Saci_0571	Sacid_00557		50S ribosomal protein L34e	hypothetical protein	WP_011277465.1
SACI_RS02715	NC_007181.1	462212.0	462646.0	-	SACI_RS02715		Sacid_00558		hypothetical protein	hypothetical protein	WP_015385456.1
SACI_RS02720	NC_007181.1	462661.0	463245.0	-	Saci_0573	Saci_0573	Sacid_00559		adenylate kinase	hypothetical protein	WP_011277467.1
SACI_RS02725	NC_007181.1	463249.0	464640.0	-	secY	Saci_0574	Sacid_00560		preprotein translocase subunit SecY	Protein translocase subunit SecY	WP_011277468.1
SACI_RS02730	NC_007181.1	464657.0	465091.0	-	Saci_0575	Saci_0575	Sacid_00561		50S ribosomal protein L15	hypothetical protein	WP_011277469.1
SACI_RS02735	NC_007181.1	465093.0	465563.0	-	Saci_0576	Saci_0576	Sacid_00562		50S ribosomal protein L30	hypothetical protein	WP_011277470.1
SACI_RS02740	NC_007181.1	465560.0	466219.0	-	Saci_0577	Saci_0577	Sacid_00563		30S ribosomal protein S5	hypothetical protein	WP_015385457.1
SACI_RS02745	NC_007181.1	466206.0	466799.0	-	Saci_0578	Saci_0578	Sacid_00564		50S ribosomal protein L18	hypothetical protein	WP_011277472.1
SACI_RS02750	NC_007181.1	466803.0	467255.0	-	Saci_0579	Saci_0579	Sacid_00565		50S ribosomal protein L19e	hypothetical protein	WP_011277473.1
SACI_RS02755	NC_007181.1	467261.0	467656.0	-	Saci_0580	Saci_0580	Sacid_00566		50S ribosomal protein L32e	hypothetical protein	WP_011277474.1
SACI_RS02760	NC_007181.1	467640.0	468200.0	-	Saci_0581	Saci_0581	Sacid_00567		50S ribosomal protein L6	hypothetical protein	WP_011277475.1
SACI_RS02765	NC_007181.1	468215.0	468616.0	-	rpsH	Saci_0582	Sacid_00568		30S ribosomal protein S8	30S ribosomal protein S8	WP_011277476.1
SACI_RS11545	NC_007181.1	468623.0	468787.0	-	Saci_0583	Saci_0583			30S ribosomal protein S14		WP_011277477.1
SACI_RS02770	NC_007181.1	468792.0	469328.0	-	Saci_0584	Saci_0584	Sacid_00570		50S ribosomal protein L5	hypothetical protein	WP_011277478.1
SACI_RS02775	NC_007181.1	469325.0	470059.0	-	Saci_0585	Saci_0585	Sacid_00571		30S ribosomal protein S4e	hypothetical protein	WP_011277479.1
SACI_RS02780	NC_007181.1	470061.0	470465.0	-	Saci_0586	Saci_0586	Sacid_00572		50S ribosomal protein L24	hypothetical protein	WP_011277480.1
SACI_RS02785	NC_007181.1	470467.0	470883.0	-	rplN	Saci_0587	Sacid_00573		50S ribosomal protein L14	50S ribosomal protein L14	WP_011277481.1
SACI_RS02790	NC_007181.1	470885.0	471229.0	-	Saci_0588	Saci_0588	Sacid_00574		30S ribosomal protein S17	hypothetical protein	WP_015385458.1
SACI_RS02795	NC_007181.1	471222.0	471461.0	-	Saci_0589	Saci_0589	Sacid_00575		ribonuclease P protein subunit	hypothetical protein	WP_015385459.1
SACI_RS02800	NC_007181.1	471463.0	471672.0	-	rpmC	Saci_0590	Sacid_00576		50S ribosomal protein L29	hypothetical protein	WP_011277484.1
SACI_RS02805	NC_007181.1	471656.0	472351.0	-	Saci_0591	Saci_0591	Sacid_00577		30S ribosomal protein S3	hypothetical protein	WP_011277485.1
SACI_RS02810	NC_007181.1	472355.0	472825.0	-	Saci_0592	Saci_0592	Sacid_00578		50S ribosomal protein L22	hypothetical protein	WP_011277486.1
SACI_RS02815	NC_007181.1	472829.0	473251.0	-	Saci_0593	Saci_0593	Sacid_00579		30S ribosomal protein S19	hypothetical protein	WP_011277487.1
SACI_RS02820	NC_007181.1	473298.0	474014.0	-	Saci_0594	Saci_0594	Sacid_00580		50S ribosomal protein L2	hypothetical protein	WP_011277488.1
SACI_RS02825	NC_007181.1	474026.0	474274.0	-	Saci_0595	Saci_0595	Sacid_00581		50S ribosomal protein L23	hypothetical protein	WP_011277489.1
SACI_RS02830	NC_007181.1	474271.0	475071.0	-	Saci_0596	Saci_0596	Sacid_00582		50S ribosomal protein L4	hypothetical protein	WP_011277490.1
SACI_RS02835	NC_007181.1	475075.0	476103.0	-	rpl3p	Saci_0597	Sacid_00583		50S ribosomal protein L3	hypothetical protein	WP_011277491.1
SACI_RS02840	NC_007181.1	476159.0	476911.0	-	Saci_0598	Saci_0598	Sacid_00584		hypothetical protein	hypothetical protein	WP_011277492.1
SACI_RS02845	NC_007181.1	476895.0	480047.0	-	ileS	Saci_0599	Sacid_00585		isoleucine--tRNA ligase	Isoleucine--tRNA ligase	WP_011277493.1
SACI_RS02850	NC_007181.1	480116.0	481129.0	-	hicd	Saci_0600	Sacid_00586		isocitrate/isopropylmalate dehydrogenase family protein	Homoisocitrate dehydrogenase	WP_011277494.1
SACI_RS02855	NC_007181.1	481139.0	481741.0	-	Saci_0601	Saci_0601	Sacid_00587		DUF447 family protein	hypothetical protein	WP_011277495.1
SACI_RS02860	NC_007181.1	481827.0	482549.0	-	yjjG	Saci_0602	Sacid_00588		HAD family hydrolase	Pyrimidine 5'-nucleotidase YjjG	WP_011277496.1
SACI_RS02865	NC_007181.1	482557.0	484770.0	-	fusA	Saci_0603	Sacid_00589		elongation factor EF-2	Elongation factor G	WP_015385460.1
SACI_RS02870	NC_007181.1	484969.0	485679.0	-	Saci_0604	Saci_0604	Sacid_00590		multidrug MFS transporter	hypothetical protein	WP_011277498.1
SACI_RS02875	NC_007181.1	485705.0	486082.0	-	Saci_0605	Saci_0605	Sacid_00591		prefoldin subunit beta	hypothetical protein	WP_011277499.1
SACI_RS02880	NC_007181.1	486079.0	486312.0	-	Saci_0606	Saci_0606	Sacid_00592		hypothetical protein	hypothetical protein	WP_011277500.1
SACI_RS02885	NC_007181.1	486290.0	486811.0	-	Saci_0607	Saci_0607	Sacid_00593		Brix domain-containing protein	hypothetical protein	WP_015385461.1
SACI_RS02890	NC_007181.1	486819.0	487031.0	-	Saci_0608	Saci_0608	Sacid_00594		50S ribosomal protein L37ae	hypothetical protein	WP_011277502.1
SACI_RS02895	NC_007181.1	487042.0	487872.0	-	rph_1	Saci_0609	Sacid_00595		exosome complex protein Rrp42	Ribonuclease PH	WP_011277503.1
SACI_RS02900	NC_007181.1	487876.0	488607.0	-	rph_2	Saci_0610	Sacid_00596		exosome complex exonuclease Rrp41	Ribonuclease PH	WP_011277504.1
SACI_RS02905	NC_007181.1	488573.0	489322.0	-	Saci_0611	Saci_0611	Sacid_00597		RNA-binding protein	hypothetical protein	WP_011277505.1
SACI_RS02910	NC_007181.1	489324.0	490025.0	-	Saci_0612	Saci_0612	Sacid_00598		ribosome assembly factor SBDS	hypothetical protein	WP_011277506.1
SACI_RS02915	NC_007181.1	490043.0	490771.0	-	psmA	Saci_0613	Sacid_00599	prcA	archaeal proteasome endopeptidase complex subunit alpha	Proteasome subunit alpha	WP_011277507.1
SACI_RS02920	NC_007181.1	490869.0	491291.0	-	Saci_0614	Saci_0614	Sacid_00600		ribonuclease P	hypothetical protein	WP_011277508.1
SACI_RS02925	NC_007181.1	491288.0	491839.0	-	Saci_0615	Saci_0615	Sacid_00601		RNase P p30-like protein	hypothetical protein	WP_011277509.1
SACI_RS02930	NC_007181.1	491814.0	492248.0	-	Saci_0616	Saci_0616	Sacid_00602		hypothetical protein	hypothetical protein	WP_015385462.1
